author,mbti,introverted,intuitive,thinking,perceiving,gender,age,enneagram,country,state,type,agreeableness,openness,conscientiousness,extraversion,neuroticism,is_description,is_percentile,is_score,contains_details,num_comments,en_comments,en_comments_percentage,region,continent,country_code,enneagram_type,enneagram_wing,is_native_english_country,predicted_test,test_name,test_scale,16pers_ta,test_result_type,is_female,is_female_pred,is_female_proba
Falling_Spaces,,,,,,m,18.0,,us,colorado,percentiles,6.0,16.0,22.0,2.0,95.0,,1,,,1788,1720,96.19686801,w,north america,us,,,1.0,0.0,personality assessor,percentiles,,percentiles,0.0,1,0.8234855701753706
FedRCivP12B6,,,,,,m,,,,,scores,28.0,87.0,15.0,47.0,59.0,,,1.0,1.0,1117,1073,96.06087735,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.35236724427549
Feka0815,,,,,,,,,,,percentiles,39.0,89.0,31.0,57.0,2.0,,1,,1.0,53,52,98.11320755,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.2188182455852043
FierceHamster,,,,,,,,,,,scores,57.5,40.0,60.0,25.0,30.0,,,1.0,0.0,355,342,96.33802817,,,,,,,1.0,ipip300,percentiles,,percentiles,,0,0.1864574083123568
Fireskink,,,,,,,,,,,percentiles,89.0,97.0,15.0,36.0,79.0,,,1.0,0.0,314,286,91.08280255,,,,,,,0.0,ipip300,percentiles,,percentiles,,0,0.12181591659812767
Fisktron,,,,,,,,,,,percentiles,22.0,70.0,74.0,18.0,7.0,,,1.0,0.0,2278,2162,94.90781387,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.019776642278189427
FollowJesus2Live,,,,,,m,20.0,,canada,british columbia,percentiles,32.0,27.0,95.0,14.0,13.0,,1,,1.0,6924,6712,96.93818602,cw,north america,ca,,,1.0,1.0,understand myself,percentiles,,percentiles,0.0,0,0.01640998250353761
Free286,,,,,,,,,,,percentiles,68.0,98.0,35.0,99.0,9.0,,1,,1.0,20,19,95.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3494159093467744
FreemanPL,,,,,,,,,poland,,percentiles,43.0,23.0,31.0,9.0,50.0,,1,,1.0,22,22,100.0,,europe,pl,,,0.0,0.0,understand myself,percentiles,,percentiles,,0,0.008970916322660547
FromBPtoRP,,,,,,m,24.0,,,,percentiles,26.0,41.0,23.0,77.0,69.0,,,1.0,1.0,195,187,95.8974359,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.3999345432472435
Fshatare,,,,,,f,,,kosovo,,percentiles,46.0,80.0,10.0,7.0,61.0,,1,,1.0,202,201,99.5049505,,europe,xk,,,0.0,0.0,understand myself,percentiles,,percentiles,1.0,1,0.6618504750153004
Fullmentalanarchist,,,,,,,,,,,scores,46.0,91.0,0.0,14.0,13.0,,,1.0,1.0,81,74,91.35802469,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.21789617698369795
Gaius_Octavius,,,,,,m,26.0,,,,percentiles,57.0,95.0,25.0,98.0,1.0,,1,,1.0,2588,2481,95.86553323,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.01774562432513838
GloriousAchievements,entp,0.0,1.0,1.0,1.0,,,,,,description,15.0,85.0,15.0,85.0,85.0,1.0,,,1.0,3051,2066,67.71550311,,,,,,,1.0,understand myself,percentiles,,description,,0,0.06907919346011783
Gnawgie,,,,,,,,,,,percentiles,8.0,98.0,87.0,16.0,92.0,,1,,1.0,123,119,96.74796748,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.9701326849347828
Gokotsu,,,,,,,,,,,description,85.0,50.0,85.0,15.0,50.0,1.0,,,,5904,5887,99.71205962,,,,,,,1.0,understand myself,percentiles,,description,,0,0.03718046498686561
Goldie_87,,,,,,,,,,,percentiles,67.0,9.0,17.0,2.0,89.0,,1,,,15,15,100.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.1994150701381409
Grandflute,,,,,,,,,,,description,50.0,85.0,15.0,15.0,50.0,1.0,,,,405,394,97.28395062,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.2503116792086317
Grazfather,,,,,,,,,,,percentiles,2.0,34.0,78.0,50.0,42.0,,1,,1.0,7679,7407,96.45787212,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.12131121856449753
Gromowlad,,,,,,,,,,,percentiles,0.0,78.0,52.0,84.0,11.0,,1,,1.0,50,50,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.028953808414906624
GrotesqueUnrest,,,,,,,18.0,,,,percentiles,0.0,76.0,69.0,7.0,93.0,,,1.0,0.0,453,420,92.71523179,,,,,,,0.0,outofservice,percentiles,,percentiles,,1,0.917604950126535
Guatama,,,,,,,,,,,percentiles,88.0,76.0,0.0,1.0,80.0,,,1.0,0.0,389,381,97.94344473,,,,,,,0.0,ipip300,percentiles,,percentiles,,0,0.3000070256698525
GusetTheCheese,,,,,,,,,,,percentiles,35.0,87.0,10.0,1.0,50.0,,1,,1.0,7,7,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.16737931110560625
GypsyGirl84,,,,,,f,34.0,,,,percentiles,67.0,90.0,87.0,71.0,50.0,,1,,,153,138,90.19607843,,,,,,,0.0,personality assessor,percentiles,,percentiles,1.0,1,0.974665849269204
Haderach88,,,,,,,,,,,percentiles,68.0,92.0,83.0,16.0,26.0,,1,,1.0,1,1,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.365831265578394
HakaseDaNya,,,,,,m,20.0,,,,percentiles,96.0,27.0,22.0,1.0,92.0,,,1.0,1.0,1140,1114,97.71929825,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.24390421892580005
HalfwayHoagie,,,,,,m,,,,,percentiles,17.0,20.0,1.0,63.0,13.0,,1,,1.0,643,628,97.66718507,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.08786304097876266
Handarand,,,,,,,19.0,,,,percentiles,2.0,86.0,59.0,96.0,56.0,,1,,1.0,3185,2897,90.95761381,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.017765050000173678
HastyCapablanca,,,,,,,,,,,percentiles,35.0,65.0,6.0,23.0,99.0,,1,,,495,472,95.35353535,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.017213688166406532
Hearty-Ventricle,,,,,,f,,,,,scores,30.0,74.0,78.0,7.0,22.0,,,1.0,1.0,23,20,86.95652174,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,0,0.29061583331603336
HellhoundsOnMyTrail,,,,,,m,31.0,,us,mw,description,85.0,85.0,15.0,15.0,85.0,1.0,,,,19345,18120,93.66761437,mw,north america,us,,,1.0,1.0,understand myself,percentiles,,description,0.0,0,0.2564685560942082
HelloMyNameIsZ,,,,,,,,,,,percentiles,1.0,98.0,11.0,80.0,78.0,,1,,1.0,87,78,89.65517241,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.3400279913950937
HellsAttack,,,,,,m,33.0,,,,scores,49.0,9.0,88.0,21.0,41.0,,,1.0,1.0,7166,6989,97.53000279,,,,,,,1.0,ipip300,percentiles,,percentiles,0.0,0,0.01264277552859405
HipHoptimusPrime13,,,,,,,,,us,,percentiles,94.0,80.0,0.0,47.0,4.0,,1,,1.0,826,770,93.22033898,,north america,us,,,1.0,0.0,understand myself,percentiles,,percentiles,,0,0.02345664944318917
Holophonist,,,,,,m,31.0,,,,percentiles,85.0,58.0,98.0,59.0,71.0,,,1.0,0.0,25471,25210,98.97530525,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.018410991884649824
Holy_God_Emperor,,,,,,m,23.0,,,,percentiles,61.0,97.0,4.0,72.0,69.0,,,1.0,1.0,56,52,92.85714286,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.07838115246907279
Hortusecclesiae,,,,,,m,,,,,percentiles,26.0,98.0,78.0,97.0,47.0,,1,,1.0,1298,1205,92.83513097,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.14347907080624395
Hotel_Joy,,,,,,m,30.0,,canada,,percentiles,77.0,71.0,8.0,0.0,86.0,,1,,1.0,2653,2584,97.39917075,,north america,ca,,,1.0,1.0,understand myself,percentiles,,percentiles,0.0,0,0.19801415763598032
Human_Paladin,intj,1.0,1.0,1.0,0.0,,,,,,percentiles,55.0,98.0,95.0,60.0,15.0,,1,,,941,891,94.68650372,,,,,,,1.0,outofservice,percentiles,,percentiles,,0,0.20885516711047236
IAmMalkira,,,,,,m,,,,,percentiles,15.0,94.0,0.0,50.0,96.0,,1,,1.0,4,4,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,1,0.5621163579628273
IPLaYtoWiN,,,,,,,27.0,,,,percentiles,10.0,90.0,80.0,20.0,50.0,,,1.0,1.0,520,512,98.46153846,,,,,,,0.0,123test,percentiles,,percentiles,,0,0.20785701736284695
IVarTh3boneless,,,,,,,,,,,percentiles,23.0,37.0,31.0,0.0,50.0,,1,,1.0,24,24,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.06378634245670632
I_I_Z_I_I,,,,,,m,16.0,,denmark,,percentiles,21.0,98.0,81.0,50.0,21.0,,,1.0,0.0,1416,1263,89.19491525,,europe,dk,,,0.0,0.0,understand myself,percentiles,,percentiles,0.0,0,0.0196955032869186
I_Photoshop_Movies,,,,,,,21.0,,finland,,scores,80.0,80.0,70.0,40.0,60.0,,,1.0,1.0,12501,11739,93.90448764,,europe,fi,,,0.0,1.0,understand myself,percentiles,,percentiles,,0,0.0661459513640882
I_found_BACON,intj,1.0,1.0,1.0,0.0,m,18.0,,,,percentiles,1.0,96.0,38.0,2.0,98.0,,1,,1.0,817,771,94.36964504,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.1364446637701396
Incaendo,,,,,,m,23.0,,sweden,,percentiles,54.0,85.0,25.0,0.0,50.0,,1,,1.0,1678,1460,87.00834327,,europe,se,,,0.0,1.0,understand myself,percentiles,,percentiles,0.0,0,0.04794204462123223
IndieDiscovery,,,,,,m,27.0,,,,percentiles,87.0,59.0,41.0,27.0,9.0,,,1.0,0.0,4394,4233,96.33591261,,,,,,,0.0,outofservice,percentiles,,percentiles,0.0,0,0.10054018339488073
IndustrialSabotage,,,,,,m,32.0,,,,percentiles,95.0,99.0,39.0,50.0,35.0,,,1.0,1.0,5400,5267,97.53703704,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.06760562526834142
InfluxWaver,infp,1.0,1.0,0.0,1.0,m,20.0,,,,scores,50.0,96.0,20.0,1.0,5.0,,,1.0,0.0,1664,1607,96.57451923,,,,,,,1.0,ipip120,percentiles,,percentiles,0.0,0,0.1843133253534812
Interested-Koala,,,,,,,15.0,,,,percentiles,18.0,5.0,1.0,1.0,98.0,,1,,,8449,7827,92.63818203,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.018477660778273668
Invisiblechimp,,,,,,m,38.0,,us,oregon,scores,60.0,73.0,42.0,40.0,72.0,,,1.0,0.0,10541,10120,96.00607153,w,north america,us,,,1.0,1.0,ipip120,percentiles,,percentiles,0.0,0,0.2925494096816448
IronHeights24,,,,,,,24.0,,,,percentiles,4.0,68.0,41.0,91.0,61.0,,1,,1.0,766,721,94.12532637,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.7622286958786252
Irstas_sika,intp,1.0,1.0,1.0,1.0,m,,7w8,finland,,percentiles,26.0,98.0,10.0,37.0,13.0,,,1.0,1.0,622,615,98.87459807,,europe,fi,7.0,8.0,0.0,0.0,ipip300,percentiles,a,percentiles,0.0,0,0.10989383297200722
Ishtarrr,,,,,,f,32.0,,,,percentiles,0.0,85.0,8.0,96.0,0.0,,1,,1.0,1342,1302,97.01937407,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.7166182941246584
ItObserves,,,,,,m,26.0,,,,percentiles,70.0,82.0,1.0,4.0,62.0,,,1.0,0.0,21,21,100.0,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.1931551202536004
Ithilielk,,,,,,,25.0,,,,description,85.0,85.0,50.0,50.0,85.0,1.0,,,,1688,1591,94.2535545,,,,,,,1.0,understand myself,percentiles,,description,,1,0.9747158385957218
Itsnotadeathglare,intp,1.0,1.0,1.0,1.0,m,35.0,,,,percentiles,8.0,45.0,72.0,1.0,6.0,,,1.0,0.0,493,487,98.78296146,,,,,,,0.0,personality assessor,percentiles,,percentiles,0.0,0,0.2468101727775916
Ivan_1073,,,,,,,,,,,description,50.0,85.0,50.0,15.0,50.0,1.0,,,,352,336,95.45454545,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.03499301924037368
JackWilfred,,,,,,m,18.0,,,,percentiles,24.0,84.0,1.0,64.0,92.0,,,1.0,1.0,5953,5414,90.94574164,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.049110502871904056
Janfox,,,,,,,17.0,,germany,,description,15.0,50.0,50.0,15.0,50.0,1.0,,,,5233,2579,49.28339385,,europe,de,,,0.0,0.0,qualtrics,percentiles,,description,,0,0.15707652533827596
Japaliicious,,,,,,,20.0,,,,description,85.0,85.0,85.0,50.0,50.0,1.0,,,,3234,2961,91.55844156,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.03672743197322043
Jaydee780,infp,1.0,1.0,0.0,1.0,,,,,,percentiles,12.0,50.0,45.0,10.0,81.0,,,1.0,0.0,965,879,91.0880829,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.32296461338559584
Jell-oHammer,,,,,,,,,,,description,85.0,85.0,50.0,15.0,50.0,1.0,,,,539,525,97.4025974,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.05571856363531511
JoaquimJoaquim,,,,,,,,,,,scores,9.0,1.0,50.0,12.0,52.0,,,1.0,1.0,190,168,88.42105263,,,,,,,1.0,ipip300,percentiles,,percentiles,,0,0.013832376138973423
JohnH_312,infp,1.0,1.0,0.0,1.0,,,,,,scores,69.0,90.0,35.0,58.0,19.0,,,1.0,1.0,59,57,96.61016949,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.35277004672727064
Jojovoid,,,,,,,,,,,scores,79.0,62.0,50.0,57.0,80.0,,,1.0,1.0,23,22,95.65217391,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.07090974333922813
JordanBPFan,,,,,,,,,,,percentiles,53.0,68.0,54.0,53.0,71.0,,,1.0,0.0,84,84,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.672738823653876
Joshyybaxx,,,,,,,,,australia,,percentiles,1.0,57.0,25.0,96.0,6.0,,,1.0,1.0,1998,1863,93.24324324,,oceania,au,,,1.0,0.0,understand myself,percentiles,,percentiles,,0,0.02470540896617418
Julayyy,,,,,,f,,,,,percentiles,68.0,30.0,8.0,95.0,16.0,,,1.0,1.0,1487,1430,96.16677875,,,,,,,0.0,ipip300,percentiles,,percentiles,1.0,1,0.7855920908638706
Jyana,infj,1.0,1.0,0.0,0.0,m,33.0,4w5,,,percentiles,60.0,98.0,42.0,39.0,70.0,,,1.0,1.0,1723,1682,97.62042948,,,,4.0,5.0,,0.0,ipip300,percentiles,,percentiles,0.0,0,0.3876346082652373
KAWUrban,,,,,,m,,,,,percentiles,75.0,44.0,18.0,79.0,26.0,,,1.0,1.0,1192,1018,85.40268456,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.021320417337315645
KapabelSnabel,,,,,,,,,,,percentiles,77.0,84.0,2.0,95.0,14.0,,1,,1.0,217,82,37.78801843,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.2890836671103145
KayleighM,,,,,,,,,,,description,50.0,15.0,50.0,15.0,15.0,1.0,,,,70,70,100.0,,,,,,,1.0,ipip120,percentiles,,description,,1,0.5123089693201067
Keajralight,,,,,,,,,,,percentiles,23.0,49.0,15.0,66.0,86.0,,,1.0,1.0,81,77,95.0617284,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3694674991099138
KekiKami,,,,,,f,,,,,percentiles,17.0,91.0,41.0,57.0,42.0,,1,,1.0,727,696,95.73590096,,,,,,,1.0,understand myself,percentiles,,percentiles,1.0,1,0.554619596891432
Kensham,,,,,,m,24.0,,,,percentiles,58.0,73.0,19.0,58.0,73.0,,,1.0,1.0,2439,2395,98.19598196,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.01979196125788333
Kerbogha,,,,,,,,,,,percentiles,6.0,15.0,1.0,16.0,27.0,,,1.0,1.0,6228,5207,83.60629416,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.011909933099140443
Kicktoria,,,,,,f,43.0,,,,percentiles,4.0,33.0,0.0,76.0,96.0,,,1.0,0.0,767,745,97.13168188,,,,,,,0.0,ipip120,percentiles,,percentiles,1.0,0,0.2640303083547217
KillaMarci,,,,,,,,,,,description,15.0,15.0,15.0,15.0,85.0,1.0,,,,1863,1810,97.15512614,,,,,,,1.0,ipip120,percentiles,,description,,0,0.010378127601489909
KittyMomo,,,,,,,,,,,percentiles,60.0,45.0,4.0,12.0,97.0,,,1.0,0.0,311,306,98.39228296,,,,,,,0.0,ipip300,percentiles,,percentiles,,1,0.7194739253739886
Kohflot,,,,,,,,,,,description,30.0,95.0,30.0,50.0,85.0,1.0,,,,56,55,98.21428571,,,,,,,1.0,understand myself,percentiles,,description,,0,0.18720948178511493
Kootlefoosh,,,,,,m,18.0,,,,percentiles,64.0,81.0,30.0,61.0,58.0,,,1.0,0.0,1596,1489,93.29573935,,,,,,,0.0,ipip300,percentiles,,percentiles,0.0,0,0.10185194548446233
Kranaros,intp,1.0,1.0,1.0,1.0,,20.0,,,,percentiles,0.0,83.0,23.0,12.0,13.0,,,1.0,1.0,222,210,94.59459459,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.03949219388040106
Kreindeker,,,,,,m,20.0,,uk,,percentiles,98.0,75.0,53.0,66.0,1.0,,,1.0,1.0,5392,5269,97.71884273,,europe,gb,,,1.0,0.0,ipip120,percentiles,,percentiles,0.0,0,0.03742687755816043
Kuerbel,,,,,,f,28.0,,germany,,percentiles,10.0,80.0,20.0,10.0,70.0,,,1.0,0.0,2187,760,34.75080018,,europe,de,,,0.0,0.0,123test,percentiles,,percentiles,1.0,0,0.36746223574761816
LADataJunkie,,,,,,,,,us,,percentiles,20.0,70.0,50.0,10.0,90.0,,,1.0,0.0,1633,1603,98.16289039,,north america,us,,,1.0,0.0,123test,percentiles,,percentiles,,0,0.3085896883256234
LRE,,,,,,m,29.0,,us,,percentiles,10.0,90.0,50.0,10.0,30.0,,,1.0,0.0,5092,4811,94.48153967,,north america,us,,,1.0,0.0,123test,percentiles,,percentiles,0.0,0,0.22152506362834914
Laafheid,,,,,,m,22.0,,niger,,percentiles,35.0,89.0,2.0,66.0,80.0,,1,,1.0,1428,1380,96.63865546,,africa,ne,,,0.0,0.0,understand myself,percentiles,,percentiles,0.0,0,0.03656363468288175
Lady_Madonna_x6,,,,,,f,46.0,,,,scores,63.0,32.0,47.0,49.0,7.0,,,1.0,1.0,22,22,100.0,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.9796797644489936
Lancet,,,,,,,,,ireland,,description,85.0,85.0,50.0,15.0,85.0,1.0,,,,1402,1219,86.94721826,,europe,ie,,,1.0,1.0,ipip120,percentiles,,description,,0,0.06188071632105384
Largeblackmanatkfc,,,,,,,,,,,percentiles,0.0,96.0,87.0,69.0,36.0,,1,,1.0,3,3,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.2268863013622357
Laurencolella,,,,,,,,,,,description,85.0,15.0,50.0,50.0,85.0,1.0,,,,70,70,100.0,,,,,,,1.0,ipip120,percentiles,,description,,1,0.6061624781024709
LeChubRub,infp,1.0,1.0,0.0,1.0,,31.0,,us,new york,percentiles,92.0,98.0,0.0,25.0,57.0,,1,,,558,522,93.5483871,ne,north america,us,,,1.0,1.0,outofservice,percentiles,,percentiles,,1,0.9146842486483576
Lerge-ish,,,,,,,24.0,,,,percentiles,63.0,78.0,65.0,50.0,35.0,,,1.0,0.0,739,693,93.77537212,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.03243854986569545
LifeSmash,,,,,,,,,,,scores,43.0,15.0,0.0,50.0,39.0,,,1.0,1.0,5170,4915,95.06769826,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.012831735881183885
Lifeisfallingapart,,,,,,,36.0,,,,percentiles,65.0,61.0,8.0,4.0,98.0,,1,,1.0,240,237,98.75,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.16828644604964116
LightNessITA,,,,,,,23.0,,italy,,percentiles,0.0,45.0,0.0,9.0,88.0,,1,,,1990,1002,50.35175879,,europe,it,,,0.0,1.0,understand myself,percentiles,,percentiles,,0,0.09043498618242918
LittleTinGod,intp,1.0,1.0,1.0,1.0,,35.0,,,,percentiles,22.0,57.0,24.0,3.0,91.0,,,1.0,0.0,1068,1041,97.47191011,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.004935912804336292
Lowego408,,,,,,,30.0,,,,percentiles,80.0,57.0,72.0,96.0,2.0,,,1.0,1.0,56,56,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3342960853663697
Luca_Abatemarco,,,,,,,,,,,description,85.0,85.0,15.0,50.0,50.0,1.0,,,,26,26,100.0,,,,,,,1.0,ipip120,percentiles,,description,,0,0.06045054144247144
LukeHiWalker,,,,,,,,,,,percentiles,20.0,80.0,25.0,80.0,69.0,,1,,1.0,3,3,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.3364224878669481
MABfan11,,,,,,,,,,,description,50.0,85.0,50.0,15.0,50.0,1.0,,,,10783,9978,92.53454512,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.03198548607603953
MDMA_Throw_Away,,,,,,,,,,,percentiles,54.0,92.0,41.0,57.0,36.0,,1,,1.0,404,390,96.53465347,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.1612151503548626
MTFD,,,,,,,22.0,,netherlands,,percentiles,47.0,76.0,65.0,10.0,6.0,,,1.0,1.0,5892,3099,52.59674134,,europe,nl,,,0.0,0.0,ipip120,percentiles,,percentiles,,0,0.17641193327309224
MadeToCrave,,,,,,m,24.0,,,,percentiles,57.0,57.0,17.0,7.0,18.0,,1,,1.0,11,10,90.90909091,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.39370468697429095
Magnuax,,,,,,,,,,,percentiles,8.0,37.0,27.0,11.0,98.0,,1,,,275,220,80.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.06836529123400746
Mamimisamejimamimi,,,,,,,23.0,,,,description,15.0,85.0,15.0,15.0,85.0,1.0,,,,791,765,96.71302149,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.13468532178628306
Mamyu,,,,,,,,,,,percentiles,4.0,92.0,83.0,37.0,1.0,,,1.0,1.0,7,5,71.42857143,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.1690332188057546
Mangeto,,,,,,,,,,,description,70.0,85.0,30.0,50.0,70.0,1.0,1,,1.0,432,411,95.13888889,,,,,,,0.0,understand myself,percentiles,,description,,0,0.184733388856202
Maniacsurvivor,,,,,,,,,,,percentiles,68.0,37.0,52.0,72.0,6.0,,,1.0,1.0,42,41,97.61904762,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.02030297768357969
Marina_Oswald,,,,,,m,24.0,,,,percentiles,68.0,71.0,8.0,2.0,76.0,,1,,1.0,288,239,82.98611111,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.0336866658371278
Mate_Cro,,,,,,,,,,,percentiles,9.0,9.0,35.0,0.0,24.0,,,1.0,1.0,4,4,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3962965492415531
MatthewIcicle,,,,,,,,,,,percentiles,68.0,75.0,49.0,66.0,92.0,,1,,1.0,96,90,93.75,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.04013191665396495
Maven_Politic,,,,,,,,,,,percentiles,0.0,80.0,13.0,53.0,20.0,,,1.0,1.0,3717,3545,95.37261232,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.01683068625285519
McCackle,,,,,,,,,,,percentiles,65.0,87.0,7.0,50.0,93.0,,1,,1.0,3944,3867,98.04766734,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.053414450985750775
MeScamp,,,,,,,,,,,percentiles,74.0,71.0,31.0,1.0,80.0,,,1.0,1.0,345,344,99.71014493,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.027043651883053056
MetricExpansion,entp,0.0,1.0,1.0,1.0,m,23.0,,,,description,30.0,70.0,15.0,15.0,50.0,1.0,,,,2811,2768,98.47029527,,,,,,,0.0,outofservice,percentiles,,description,0.0,0,0.1136599883903384
Midnightarmadillo,,,,,,,,,,,percentiles,10.0,30.0,20.0,20.0,60.0,,,1.0,0.0,196,185,94.38775509999999,,,,,,,0.0,123test,percentiles,,percentiles,,0,0.23302566832455654
Mikkjal,,,,,,m,33.0,,,,percentiles,50.0,94.0,59.0,50.0,78.0,,1,,1.0,373,354,94.90616622,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.04388636676398421
Miserable_Sea,,,,,,,,,,,percentiles,47.0,31.0,32.0,2.0,99.0,,1,,,299,277,92.64214047,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.7492762567960535
Mkmcat,entj,0.0,1.0,1.0,0.0,f,,,,,percentiles,0.0,98.0,83.0,98.0,6.0,,1,,1.0,7,7,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.8048853466922907
MoonP0P,,,,,,,,,,,scores,76.0,85.0,5.0,11.0,85.0,,,1.0,1.0,1595,1537,96.36363636,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.09075354487629403
MovingClocks,infp,1.0,1.0,0.0,1.0,,,4w5,us,texas,scores,79.0,99.0,8.0,23.0,74.0,,,1.0,1.0,3506,3429,97.80376497,sw,north america,us,4.0,5.0,1.0,1.0,ipip120,percentiles,,percentiles,,0,0.06949750791525024
Movinoninits,,,,,,,,,,,scores,23.0,89.0,25.0,75.0,80.0,,,1.0,1.0,19,18,94.73684211,,,,,,,1.0,understand myself,percentiles,,percentiles,,1,0.8342111739154087
Mr-Kabuki,,,,,,,19.0,,,,percentiles,65.0,13.0,4.0,5.0,87.0,,1,,1.0,994,942,94.76861167,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.03787412663321775
MrEugeneKrab,,,,,,m,,,,,percentiles,5.0,30.0,9.0,89.0,77.0,,,1.0,1.0,719,683,94.9930459,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.05852247792132241
MrMoodle,estj,0.0,0.0,1.0,0.0,m,,,,,percentiles,46.0,92.0,85.0,62.5,46.0,,,1.0,0.0,7635,7398,96.89587426,,,,,,,0.0,ipip300,percentiles,,percentiles,0.0,0,0.08268492547371149
MrRussian123,,,,,,,,,,,description,15.0,15.0,15.0,85.0,15.0,1.0,,,,149,146,97.98657718,,,,,,,1.0,ipip120,percentiles,,description,,0,0.019153189870647062
Mr_IamNotGandalf,,,,,,,,,,,percentiles,23.0,91.0,59.0,82.0,34.0,,1,,1.0,141,135,95.74468085,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.04244610637491278
MurrayConfederacy,,,,,,,,,,,percentiles,9.0,41.0,10.0,4.0,90.0,,1,,1.0,782,765,97.82608696,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.0055865648466363145
Murray_RandBard,,,,,,,,,,,percentiles,9.0,85.0,35.0,66.0,26.0,,1,,1.0,14,12,85.71428571,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.5490858236231274
